Are you self-employed?,How many employees?,Is employer primarily a tech company?,Are mental health benefits provided as part of healthcare?,Do employer provide resources related to mental health concerns?,What reason would you provide for asking a leave for mental health issue? ,Does discussion with employer about mental health issues have negative consequence?,Does discussion with employer about physical health issues have negative consequence?,Feel comfortable discussing mental health issues with co-worker?,Feel comfortable discussing mental health issues with direct supervisor?,Aware of local/online resources to seek help for mental health issue?,Is the productivity affected by mental health issue?,What percentage of time is affected by mental health issue?,Do you currently have a mental health disorder?,What condition(s) of mental health issue have you been diagnosed with?,Have you sought help from professional for mental health issue?,Do you feel mental health issue interferes with work when being treated?,Do you feel mental health issue interferes with work when not being treated?,What is your age?,What is your gender?,What country do you live in?,Do you work remotely?,Is your primary role within your company related to tech/IT?,Do you know options for mental health care under employer-provided coverage?  ,Has your employer ever formally discussed mental health?,Is anonymity protected for treatment of mental health issues under employer benefits?,Do employer treat mental health and physical health equally?,Do you have private/state medical coverage for treatment of mental health issues?,Does being identified as a person with mental health issue would hurt your career?,Do you have a family history of mental illness?
1,,,,,,,,,,"No, I don't know any",Yes,1-25%,No,,1,Rarely,Sometimes,35,Female,United Kingdom,Always,,,,,,1.0,"Yes, I think it would",Yes
0,500-1000,1.0,I don't know,I don't know,Very easy,No,No,No,Maybe,,,,No,,0,Not applicable to me,Not applicable to me,27,Male,Germany,Always,,I am not sure,No,I don't know,I don't know,,Maybe,I don't know
1,,,,,,,,,,"No, I don't know any",Unsure,,No,,0,Not applicable to me,Not applicable to me,33,Male,Germany,Sometimes,,,,,,1.0,Maybe,No
0,6-25,1.0,I don't know,I don't know,Neither easy nor difficult,Maybe,Maybe,Maybe,Maybe,,,,Maybe,,1,Sometimes,Sometimes,37,Female,United States of America,Sometimes,,I am not sure,No,I don't know,I don't know,,Maybe,I don't know
0,More than 1000,1.0,Not eligible for coverage,Yes,Very easy,Yes,No,Maybe,Maybe,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Personality Disorder (Borderline, Antisocial, Paranoid, etc)|Post-traumatic Stress Disorder",1,Sometimes,Often,45,Male,United Kingdom,Sometimes,,,Yes,Yes,Yes,,"Yes, it has",No
0,6-25,1.0,No,No,Somewhat easy,No,No,Maybe,Yes,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder|Personality Disorder (Borderline, Antisocial, Paranoid, etc)",1,Sometimes,Often,31,Female,United States of America,Always,,,No,I don't know,Yes,,"No, it has not",Yes
0,More than 1000,0.0,No,I don't know,Somewhat difficult,Maybe,Maybe,No,No,,,,No,,0,Not applicable to me,Not applicable to me,36,Male,United States of America,Never,1.0,I am not sure,No,I don't know,No,,"Yes, I think it would",No
0,500-1000,1.0,Yes,Yes,I don't know,Maybe,No,Maybe,Maybe,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,Often,Often,30,Male,United States of America,Never,,Yes,No,I don't know,I don't know,,Maybe,Yes
0,More than 1000,1.0,Yes,Yes,Very difficult,Maybe,Maybe,No,Maybe,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Often,33,Female,United States of America,Sometimes,,Yes,Yes,Yes,No,,"Yes, I think it would",Yes
0,500-1000,1.0,Yes,Yes,I don't know,Maybe,No,No,No,,,,Yes,,1,Never,Sometimes,45,Female,Canada,Always,,I am not sure,No,I don't know,I don't know,,"Yes, it has",I don't know
0,26-100,1.0,Yes,Yes,Somewhat easy,No,No,Maybe,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Often,30,Female,United States of America,Sometimes,,Yes,Yes,I don't know,Yes,,Maybe,Yes
0,26-100,1.0,Yes,No,Neither easy nor difficult,Maybe,Maybe,Maybe,Maybe,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Substance Use Disorder",1,Rarely,Often,30,Male,United States of America,Sometimes,,Yes,Yes,Yes,No,,"Yes, it has",Yes
1,,,,,,,,,,"Yes, I know several",Yes,26-50%,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Often,29,Male,United States of America,Always,,,,,,1.0,Maybe,Yes
0,1-5,0.0,No,No,Somewhat easy,No,No,Yes,Yes,,,,No,,0,Never,Sometimes,36,Male,Mexico,Sometimes,1.0,Yes,Yes,No,No,,"Yes, I think it would",Yes
0,26-100,1.0,Yes,Yes,Somewhat easy,No,No,Maybe,Maybe,,,,Maybe,,1,Rarely,Often,28,Male,United States of America,Never,,Yes,Yes,Yes,Yes,,Maybe,Yes
0,26-100,1.0,Yes,I don't know,Somewhat easy,No,No,Maybe,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Substance Use Disorder",1,Sometimes,Often,36,Male,United States of America,Sometimes,,I am not sure,I don't know,I don't know,Yes,,Maybe,No
0,500-1000,1.0,Yes,I don't know,Neither easy nor difficult,Maybe,No,Maybe,No,,,,Maybe,,1,Sometimes,Often,37,Female,United States of America,Sometimes,,Yes,No,I don't know,I don't know,,Maybe,Yes
0,26-100,1.0,Yes,Yes,Very easy,No,No,Yes,Yes,,,,Maybe,,1,Never,Often,29,Male,United States of America,Sometimes,,I am not sure,No,Yes,Yes,,"No, I don't think it would",Yes
0,26-100,1.0,Yes,Yes,Very easy,No,No,Yes,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Attention Deficit Hyperactivity Disorder",1,Rarely,Often,25,Male,United States of America,Sometimes,,Yes,I don't know,Yes,Yes,,"No, I don't think it would",Yes
0,26-100,1.0,Yes,Yes,Neither easy nor difficult,No,No,Maybe,Yes,,,,No,,0,Not applicable to me,Not applicable to me,34,Female,United States of America,Sometimes,,No,Yes,Yes,No,,"Yes, I think it would",No
0,More than 1000,0.0,Yes,Yes,Neither easy nor difficult,Maybe,Maybe,Maybe,Maybe,,,,No,,1,Sometimes,Not applicable to me,37,Male,Canada,Sometimes,1.0,Yes,Yes,Yes,Yes,,"Yes, I think it would",No
0,More than 1000,1.0,Yes,Yes,Neither easy nor difficult,Maybe,No,Maybe,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Stress Response Syndromes",1,Never,Often,40,Female,United States of America,Sometimes,,Yes,No,I don't know,I don't know,,Maybe,Yes
0,100-500,1.0,Yes,Yes,Somewhat difficult,Yes,Maybe,Maybe,No,,,,Maybe,,0,Not applicable to me,Sometimes,32,Male,United States of America,Always,,Yes,Yes,I don't know,No,,"Yes, I think it would",No
0,26-100,1.0,I don't know,No,Somewhat easy,Maybe,No,Maybe,Maybe,,,,No,,0,Not applicable to me,Not applicable to me,38,Male,United Kingdom,Never,,No,No,I don't know,I don't know,,"Yes, I think it would",No
0,26-100,1.0,Yes,I don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Post-traumatic Stress Disorder|Substance Use Disorder|Addictive Disorder",1,Sometimes,Often,31,Female,United States of America,Sometimes,,I am not sure,Yes,I don't know,No,,Maybe,Yes
0,26-100,1.0,Yes,Yes,Very easy,No,No,Yes,Yes,,,,No,,1,Sometimes,Often,28,Female,United States of America,Sometimes,,Yes,I don't know,Yes,Yes,,Maybe,Yes
0,100-500,1.0,No,No,Very difficult,Yes,Maybe,No,No,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Attention Deficit Hyperactivity Disorder|Post-traumatic Stress Disorder",1,Often,Often,27,Female,United Kingdom,Sometimes,,No,No,I don't know,No,,"Yes, it has",Yes
0,26-100,1.0,Yes,Yes,Somewhat easy,Maybe,No,Maybe,Maybe,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)",1,Sometimes,Often,28,Female,United States of America,Sometimes,,Yes,No,Yes,I don't know,,Maybe,No
0,6-25,1.0,I don't know,No,Somewhat easy,No,No,No,Maybe,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Never,Often,26,Male,Germany,Always,,Yes,No,I don't know,Yes,,Maybe,Yes
0,26-100,1.0,Yes,Yes,Very easy,No,No,Yes,Yes,,,,No,,1,Rarely,Often,40,Male,United States of America,Sometimes,,Yes,Yes,Yes,Yes,,Maybe,Yes
0,More than 1000,1.0,Yes,Yes,Somewhat easy,No,No,Yes,Yes,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,Sometimes,Often,42,Male,United States of America,Sometimes,,Yes,Yes,Yes,Yes,,Maybe,No
0,26-100,1.0,Yes,Yes,Very easy,No,No,Maybe,Maybe,,,,No,,0,Not applicable to me,Not applicable to me,36,Male,United States of America,Never,,I am not sure,I don't know,I don't know,Yes,,Maybe,I don't know
1,,,,,,,,,,I know some,Unsure,,Maybe,,0,Sometimes,Sometimes,44,Male,United Kingdom,Never,,,,,,0.0,"Yes, I think it would",Yes
0,500-1000,1.0,Yes,No,Very difficult,Maybe,Maybe,Maybe,Maybe,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Often,24,Male,United States of America,Never,,Yes,No,I don't know,No,,Maybe,I don't know
0,100-500,0.0,I don't know,Yes,Very difficult,Yes,Yes,No,Maybe,,,,Maybe,,1,Not applicable to me,Sometimes,44,Male,United States of America,Never,1.0,I am not sure,No,I don't know,No,,"Yes, I think it would",I don't know
0,More than 1000,1.0,Yes,I don't know,Neither easy nor difficult,No,No,Yes,No,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Never,Sometimes,31,Male,United States of America,Always,,I am not sure,I don't know,I don't know,I don't know,,"No, I don't think it would",No
1,,,,,,,,,,I know some,Yes,26-50%,Maybe,,1,Sometimes,Often,49,Male,United States of America,Sometimes,,,,,,0.0,"Yes, it has",Yes
0,26-100,1.0,Yes,I don't know,Very difficult,Maybe,Maybe,Maybe,No,,,,No,,0,Not applicable to me,Not applicable to me,27,Female,United States of America,Sometimes,,No,Yes,Yes,I don't know,,Maybe,Yes
0,More than 1000,1.0,Yes,Yes,Somewhat easy,No,No,No,Maybe,,,,No,,1,Not applicable to me,Sometimes,27,Other,United States of America,Always,,I am not sure,I don't know,I don't know,I don't know,,"Yes, I think it would",Yes
0,100-500,1.0,Yes,No,I don't know,No,No,Maybe,Maybe,,,,No,,1,Not applicable to me,Not applicable to me,28,Male,United States of America,Sometimes,,Yes,No,I don't know,I don't know,,"No, I don't think it would",No
0,6-25,1.0,Yes,No,Very difficult,Yes,Maybe,No,No,,,,Maybe,,1,Rarely,Sometimes,20,Female,United States of America,Never,,Yes,No,I don't know,No,,"Yes, it has",Yes
1,,,,,,,,,,"No, I don't know any",No,,No,,0,Not applicable to me,Not applicable to me,41,Male,Germany,Always,,,,,,1.0,Maybe,Yes
0,100-500,0.0,No,Yes,Neither easy nor difficult,Yes,No,Maybe,Maybe,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Not applicable to me,38,Male,Australia,Sometimes,1.0,,No,I don't know,I don't know,,Maybe,I don't know
0,100-500,1.0,I don't know,I don't know,Somewhat difficult,Yes,Maybe,No,No,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Post-traumatic Stress Disorder",0,Sometimes,Sometimes,29,Male,United States of America,Never,,No,No,I don't know,I don't know,,Maybe,Yes
0,100-500,1.0,Yes,No,Very easy,Maybe,No,Maybe,Maybe,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Post-traumatic Stress Disorder",1,Sometimes,Often,44,Female,United States of America,Always,,No,No,I don't know,No,,"Yes, it has",Yes
0,500-1000,1.0,I don't know,Yes,Neither easy nor difficult,No,No,No,Yes,,,,No,,0,Not applicable to me,Not applicable to me,31,Male,United States of America,Sometimes,,I am not sure,No,I don't know,Yes,,Maybe,I don't know
0,6-25,1.0,No,No,Somewhat difficult,Yes,Maybe,No,No,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,Rarely,Often,54,Male,United States of America,Sometimes,,No,No,No,No,,"Yes, I think it would",Yes
0,500-1000,1.0,I don't know,No,Somewhat easy,No,No,No,Maybe,,,,No,,0,Not applicable to me,Not applicable to me,33,Male,Germany,Sometimes,,No,No,I don't know,I don't know,,Maybe,Yes
0,6-25,1.0,No,No,I don't know,Maybe,Maybe,No,No,,,,No,,0,Not applicable to me,Not applicable to me,29,Male,Netherlands,Never,,No,No,No,No,,"Yes, I think it would",No
0,26-100,1.0,I don't know,I don't know,I don't know,No,No,Maybe,Maybe,,,,Maybe,,1,Rarely,Sometimes,26,Other,United Kingdom,Sometimes,,I am not sure,No,I don't know,I don't know,,Maybe,I don't know
0,26-100,1.0,I don't know,I don't know,Somewhat easy,No,No,Yes,Yes,,,,Maybe,,0,Rarely,Sometimes,26,Male,United Kingdom,Never,,No,Yes,I don't know,Yes,,Maybe,Yes
1,,,,,,,,,,"Yes, I know several",Yes,51-75%,Yes,,1,Not applicable to me,Not applicable to me,34,Male,United Kingdom,Sometimes,,,,,,1.0,"Yes, I think it would",I don't know
0,100-500,1.0,I don't know,No,I don't know,Yes,Yes,No,No,,,,Maybe,,1,Never,Never,38,Female,United States of America,Sometimes,,No,No,I don't know,I don't know,,"Yes, I think it would",Yes
0,100-500,1.0,No,No,Very easy,No,No,Maybe,Maybe,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Often,30,Male,United Kingdom,Sometimes,,No,No,I don't know,I don't know,,"No, I don't think it would",Yes
1,,,,,,,,,,"No, I don't know any",Yes,26-50%,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Often,34,Male,United Kingdom,Sometimes,,,,,,1.0,"Yes, I think it would",Yes
0,More than 1000,1.0,Yes,No,Very easy,No,No,Maybe,Maybe,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder|Post-traumatic Stress Disorder|Substance Use Disorder",1,Rarely,Sometimes,47,Female,Australia,Sometimes,,I am not sure,No,Yes,Yes,,Maybe,Yes
0,100-500,0.0,Yes,Yes,Very easy,No,No,Yes,Yes,,,,No,,1,Not applicable to me,Not applicable to me,33,Female,Switzerland,Sometimes,1.0,I am not sure,Yes,I don't know,Yes,,Maybe,Yes
0,More than 1000,0.0,I don't know,No,Neither easy nor difficult,No,No,Maybe,Maybe,,,,No,,0,Not applicable to me,Not applicable to me,22,Male,United Kingdom,Sometimes,1.0,,No,I don't know,I don't know,,Maybe,No
0,6-25,1.0,Not eligible for coverage,No,Somewhat difficult,No,No,No,Yes,,,,Maybe,,1,Not applicable to me,Not applicable to me,28,Male,United Kingdom,Never,,,No,No,I don't know,,Maybe,I don't know
0,500-1000,1.0,Yes,Yes,Somewhat easy,No,No,Yes,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Often,31,Male,United Kingdom,Always,,Yes,Yes,Yes,Yes,,"Yes, I think it would",Yes
0,More than 1000,0.0,Not eligible for coverage,No,Somewhat easy,Maybe,No,Yes,Yes,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Post-traumatic Stress Disorder",1,Sometimes,Sometimes,24,Other,United Kingdom,Sometimes,1.0,,No,I don't know,No,,"No, I don't think it would",Yes
0,1-5,0.0,No,No,Very difficult,Maybe,Maybe,Maybe,Maybe,,,,No,,0,Sometimes,Sometimes,56,Male,Australia,Sometimes,1.0,I am not sure,No,I don't know,No,,"Yes, I think it would",No
1,,,,,,,,,,I know some,Yes,51-75%,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Eating Disorder (Anorexia, Bulimia, etc)|Obsessive-Compulsive Disorder",1,Often,Often,57,Female,Australia,Always,,,,,,1.0,"Yes, I think it would",Yes
0,100-500,1.0,I don't know,I don't know,I don't know,Maybe,No,Maybe,Maybe,,,,No,,0,Not applicable to me,Not applicable to me,39,Male,Spain,Always,,I am not sure,No,Yes,I don't know,,Maybe,No
0,1-5,1.0,No,No,Somewhat difficult,Maybe,No,Maybe,Maybe,,,,No,,1,Sometimes,Often,21,Male,United Kingdom,Never,,No,I don't know,I don't know,Yes,,"Yes, I think it would",Yes
0,500-1000,1.0,I don't know,I don't know,Very easy,No,No,Maybe,Maybe,,,,No,,0,Not applicable to me,Not applicable to me,31,Female,Russia,Sometimes,,No,No,I don't know,Yes,,"Yes, I think it would",No
1,,,,,,,,,,"No, I don't know any",Yes,51-75%,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,Often,Often,63,Male,Canada,Always,,,,,,1.0,"Yes, I think it would",No
1,,,,,,,,,,I know some,Yes,51-75%,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Often,Often,46,Male,Australia,Always,,,,,,0.0,"Yes, it has",Yes
0,6-25,1.0,I don't know,Yes,Neither easy nor difficult,Maybe,No,No,Maybe,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Often,32,Female,United Kingdom,Never,,No,No,I don't know,Yes,,"Yes, I think it would",Yes
1,,,,,,,,,,"Yes, I know several",Yes,1-25%,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Sometimes,35,Male,United Kingdom,Sometimes,,,,,,0.0,"Yes, it has",Yes
0,100-500,1.0,Yes,No,Very easy,No,No,Maybe,Maybe,,,,No,,0,Not applicable to me,Not applicable to me,34,Male,United Kingdom,Sometimes,,I am not sure,Yes,I don't know,Yes,,Maybe,No
0,6-25,1.0,Not eligible for coverage,No,Neither easy nor difficult,Maybe,Maybe,Maybe,Maybe,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Never,Rarely,35,Male,United States of America,Always,,,No,I don't know,Yes,,Maybe,Yes
0,26-100,1.0,No,No,Very easy,No,No,Maybe,Yes,,,,No,,0,Not applicable to me,Not applicable to me,31,Male,Norway,Sometimes,,I am not sure,Yes,Yes,Yes,,Maybe,No
1,,,,,,,,,,I know some,Yes,1-25%,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Sometimes,35,Female,United States of America,Always,,,,,,1.0,"Yes, I think it would",Yes
0,26-100,0.0,I don't know,No,Somewhat easy,No,No,Yes,Yes,,,,No,,0,Not applicable to me,Not applicable to me,36,Male,United States of America,Sometimes,1.0,No,No,I don't know,Yes,,Maybe,No
0,26-100,1.0,Yes,I don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,,,,No,,1,Never,Sometimes,50,Male,United States of America,Sometimes,,I am not sure,No,I don't know,Yes,,"Yes, I think it would",Yes
0,6-25,1.0,I don't know,No,Very easy,No,No,Maybe,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Obsessive-Compulsive Disorder",1,Rarely,Rarely,31,Male,United States of America,Sometimes,,I am not sure,No,Yes,I don't know,,Maybe,Yes
0,100-500,1.0,Yes,No,I don't know,Maybe,Maybe,Yes,Maybe,,,,No,,1,Sometimes,Often,47,Male,United States of America,Never,,Yes,No,I don't know,I don't know,,Maybe,Yes
0,6-25,1.0,I don't know,I don't know,Very difficult,Maybe,Maybe,Maybe,No,,,,No,,1,Not applicable to me,Not applicable to me,32,Female,Canada,Never,,I am not sure,No,I don't know,I don't know,,"Yes, I think it would",No
0,26-100,1.0,Yes,No,Somewhat easy,No,No,Maybe,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Often,23,Female,Canada,Never,,Yes,No,Yes,Yes,,Maybe,Yes
0,6-25,1.0,Yes,I don't know,Somewhat difficult,Maybe,No,Yes,Yes,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Often,43,Female,Canada,Sometimes,,I am not sure,No,I don't know,Yes,,"Yes, I think it would",Yes
0,6-25,1.0,Yes,No,Neither easy nor difficult,No,No,Yes,Yes,,,,No,,0,Not applicable to me,Not applicable to me,26,Female,Canada,Sometimes,,Yes,No,I don't know,Yes,,Maybe,Yes
0,26-100,1.0,I don't know,I don't know,I don't know,No,No,Maybe,Maybe,,,,Maybe,,0,Sometimes,Sometimes,26,Female,Canada,Never,,I am not sure,No,I don't know,I don't know,,Maybe,Yes
0,6-25,1.0,Yes,Yes,Very easy,No,No,Maybe,Yes,,,,No,,0,Not applicable to me,Not applicable to me,55,Female,Canada,Sometimes,,Yes,Yes,Yes,Yes,,"Yes, I think it would",No
0,6-25,1.0,Yes,No,Neither easy nor difficult,No,No,Maybe,Maybe,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Often,Often,27,Male,Canada,Never,,No,Yes,I don't know,Yes,,Maybe,No
0,100-500,1.0,Not eligible for coverage,I don't know,Somewhat difficult,Maybe,No,No,No,,,,No,,1,Not applicable to me,Not applicable to me,34,Male,Argentina,Always,,No,No,I don't know,I don't know,,"Yes, I think it would",Yes
0,26-100,1.0,No,No,Somewhat difficult,Yes,Maybe,No,No,,,,No,,0,Not applicable to me,Not applicable to me,25,Male,India,Never,,,No,I don't know,I don't know,,"Yes, I think it would",Yes
0,26-100,0.0,I don't know,I don't know,Somewhat difficult,Yes,No,Maybe,Yes,,,,No,,0,Not applicable to me,Not applicable to me,35,Male,United States of America,Sometimes,1.0,No,No,I don't know,I don't know,,"Yes, I think it would",No
1,,,,,,,,,,"Yes, I know several",Yes,1-25%,Yes,Depression,1,Rarely,Sometimes,37,Male,Netherlands,Sometimes,,,,,,1.0,Maybe,No
0,26-100,1.0,Yes,Yes,Very easy,No,No,Yes,Yes,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Often,38,Female,United States of America,Sometimes,,I am not sure,No,I don't know,Yes,,Maybe,I don't know
0,26-100,1.0,Yes,No,Very difficult,Yes,Maybe,Maybe,Maybe,,,,Maybe,,1,Not applicable to me,Often,29,Male,Canada,Never,,No,No,I don't know,I don't know,,"Yes, I think it would",I don't know
0,500-1000,1.0,Yes,Yes,Somewhat easy,Maybe,No,Yes,Maybe,,,,Maybe,,1,Sometimes,Often,28,Male,United Kingdom,Always,,Yes,Yes,Yes,Yes,,Maybe,Yes
0,6-25,1.0,Not eligible for coverage,No,Somewhat easy,No,No,Yes,Yes,,,,Maybe,,1,Sometimes,Often,29,Male,United Kingdom,Always,,,Yes,I don't know,Yes,,Maybe,Yes
0,More than 1000,1.0,Yes,No,Somewhat easy,No,No,Maybe,Yes,,,,Maybe,,0,Rarely,Often,40,Male,United States of America,Always,,I am not sure,No,I don't know,No,,"No, I don't think it would",Yes
0,26-100,1.0,Yes,Yes,Very easy,No,No,Yes,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Post-traumatic Stress Disorder",1,Sometimes,Often,25,Female,United States of America,Sometimes,,Yes,Yes,Yes,Yes,,"No, it has not",No
1,,,,,,,,,,I know some,Yes,26-50%,Maybe,,0,Not applicable to me,Sometimes,29,Male,Sweden,Sometimes,,,,,,1.0,"No, I don't think it would",No
0,26-100,1.0,Yes,Yes,Somewhat easy,No,No,Yes,Yes,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)",0,Rarely,Often,29,Female,United States of America,Sometimes,,Yes,Yes,I don't know,Yes,,Maybe,Yes
0,1-5,1.0,Yes,Yes,Very easy,No,No,Yes,Yes,,,,Yes,Autism (Asperger's),1,Rarely,Sometimes,35,Male,Netherlands,Sometimes,,Yes,No,I don't know,Yes,,"No, it has not",No
1,,,,,,,,,,I know some,Unsure,,No,,0,Not applicable to me,Not applicable to me,25,Male,United States of America,Sometimes,,,,,,1.0,"Yes, I think it would",I don't know
0,26-100,1.0,No,No,Somewhat difficult,No,No,Maybe,Maybe,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Obsessive-Compulsive Disorder|Post-traumatic Stress Disorder",1,Sometimes,Often,43,Male,United States of America,Sometimes,,Yes,No,I don't know,I don't know,,Maybe,No
0,6-25,1.0,No,No,Very easy,No,No,Yes,Yes,,,,No,,0,Not applicable to me,Not applicable to me,26,Male,Ireland,Never,,,No,I don't know,Yes,,"No, I don't think it would",No
0,100-500,1.0,I don't know,No,Very easy,No,No,No,No,,,,Maybe,,1,Not applicable to me,Sometimes,31,Male,Germany,Never,,No,No,I don't know,I don't know,,"No, I don't think it would",No
0,100-500,1.0,Yes,Yes,Very easy,No,No,Maybe,Yes,,,,No,,0,Not applicable to me,Not applicable to me,31,Female,United States of America,Always,,Yes,I don't know,Yes,Yes,,Maybe,Yes
0,More than 1000,0.0,I don't know,No,Somewhat difficult,Maybe,No,No,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Never,Sometimes,45,Female,United States of America,Always,1.0,No,No,I don't know,No,,"Yes, it has",I don't know
0,More than 1000,1.0,No,No,Somewhat easy,Maybe,No,No,No,,,,Maybe,,0,Not applicable to me,Not applicable to me,23,Male,Italy,Never,,No,No,No,I don't know,,"Yes, I think it would",I don't know
0,6-25,1.0,I don't know,I don't know,Neither easy nor difficult,Maybe,No,Maybe,Maybe,,,,No,,0,Not applicable to me,Not applicable to me,39,Male,United States of America,Never,,No,No,I don't know,I don't know,,Maybe,I don't know
0,26-100,1.0,Yes,No,Somewhat easy,No,No,Yes,Yes,,,,No,,0,Not applicable to me,Not applicable to me,27,Female,United States of America,Sometimes,,I am not sure,No,I don't know,Yes,,"No, I don't think it would",Yes
0,100-500,1.0,Yes,No,Very easy,Maybe,No,Yes,Yes,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Often,28,Male,United States of America,Sometimes,,I am not sure,No,I don't know,I don't know,,Maybe,Yes
0,500-1000,1.0,I don't know,I don't know,I don't know,Maybe,No,Maybe,Maybe,,,,Maybe,,0,Not applicable to me,Often,36,Male,United States of America,Always,,No,No,I don't know,No,,Maybe,No
0,100-500,1.0,I don't know,No,Somewhat difficult,Maybe,No,Maybe,No,,,,No,,0,Not applicable to me,Not applicable to me,22,Male,Germany,Never,,No,No,I don't know,No,,"Yes, I think it would",No
0,1-5,1.0,Yes,I don't know,Neither easy nor difficult,No,No,Maybe,Yes,,,,No,,1,Sometimes,Sometimes,51,Male,United States of America,Never,,I am not sure,No,No,I don't know,,"Yes, it has",I don't know
1,,,,,,,,,,I know some,Yes,1-25%,Maybe,,0,Not applicable to me,Rarely,39,Male,Denmark,Sometimes,,,,,,1.0,Maybe,No
